RUNTIME,OILPRESSURE,CASINGPRESSURE,BACKPRESSURE,PUMPINLETPRESSURE,PUMPOUTPRESSURE,PUMPINLETTEMPERTURE,MOTORTEMPERTURE,CURRENTS,VOLTAGE,FREQUENCY_POWER,CREEPAGE,ChokeDiameter,VIB,MOTORPOWER,OIL(bbl),GAS(103Mscf),WATER(bbl),LIQUID(bbl),GOR(Mscf/bbl),RUL
11,377.7582373611112,305.08296986111117,287.8582880555556,675.1623844444442,1707.9160152777774,56.94416968055556,81.8643516111111,32.0,1350.0,40.03333281944444,0.40025954986111123,1792.0,0.29178784791666673,55.08556441666669,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1861
12,380.0954480555557,308.96541902777784,288.0212531944446,671.0262841666669,1699.1494013888887,57.042360111111144,81.72989388888891,31.873605486111117,1349.7743055555557,40.04999804166668,0.3979701768055556,1792.0,0.29170025444444436,54.64369541666668,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1860
13,383.4817095833335,311.5437677777779,288.76695569444445,668.2129140277779,1696.0511625000001,57.12716202777785,81.83549197222223,31.55731259722223,1346.892361111111,40.058332708333346,0.39927039333333325,1792.0,0.2641467609722222,54.29841336111112,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1859
14,383.69230319444455,311.89555500000006,288.91698263888895,665.1803325,1691.021151388889,57.20159138888893,82.14589674999998,31.353832263888894,1342.1180555555557,40.04166569444444,0.398548271388889,1792.0,0.26030557916666663,54.11696470833337,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1858
15,381.02197361111115,314.67274041666656,287.71783500000004,659.9661136111109,1682.8084527777773,57.26803648611107,82.06239058333333,31.2536505138889,1342.1527777777778,40.03194309722224,0.39956254638888883,1792.0,0.2660049458333333,54.05793426388891,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1857
16,381.2524751388888,315.3964130555556,288.06061555555556,659.5706347222224,1682.2295208333328,57.33211177777774,82.05710765277776,31.032367374999996,1341.1458333333333,40.05416572222222,0.3996435540277778,1792.0,0.2549518505555557,53.86095631944446,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1856
17,377.29478249999994,312.98857236111115,282.885701111111,654.2820915277778,1674.6361916666667,57.389263638888856,82.14415038888889,31.05454569444444,1341.076388888889,40.04027673611113,0.40046905888888884,1792.0,0.25324519166666665,53.870409472222256,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1855
18,383.3652065277778,320.72035041666663,290.8713293055555,657.467160138889,1678.3936041666664,57.42654481944443,82.11387555555555,31.0,1340.0,40.030555763888884,0.39949059652777774,1792.0,0.2472874870833335,53.80400716666671,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1854
19,380.59808680555557,320.59960027777777,288.1116765277777,652.9422476388887,1672.6022736111113,57.49595879166668,82.09562759722223,31.0,1340.0,40.03888797222224,0.4001348411111112,1792.0,0.2561745168055556,53.72548573611113,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1853
20,378.8641895833334,321.3068501388888,285.2168469444445,651.4451344444441,1669.5770291666665,57.492540500000004,82.14969276388894,31.0,1340.2256944444443,40.04583311111111,0.39847572749999993,1792.0,0.2582237355555556,53.63840948611113,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1852
21,382.1691400000001,325.3188531944445,291.25420916666667,652.5471744444444,1671.4918916666666,57.52851694444447,82.23057776388893,31.0,1340.0520833333333,40.050000097222224,0.39856169666666674,1792.0,0.25239717875,53.46572172222224,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1851
22,378.9147083333331,324.0557288888888,287.1500541666667,649.2866913888889,1667.5724597222224,57.56405297222226,82.37424472222224,31.0,1340.0,40.04027616666667,0.4001356025,1792.0,0.26089529638888886,53.4982015138889,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1850
23,377.4440825,325.2595311111111,285.0013094444444,648.1876743055558,1665.5844388888888,57.60430862500006,82.51975088888886,31.0,1340.0,40.04722156944445,0.40044754875000005,1792.0,0.2584527368055556,53.44085379166667,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1849
24,375.9081066666665,326.8878680555557,282.82701972222213,646.4815050000003,1663.2243250000013,57.617383569444506,82.61907845833333,31.0,1340.0,40.049998805555575,0.3990211886111109,1792.0,0.2566165447222221,53.38810051388888,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1848
25,381.80139277777783,333.63716805555555,292.2548336111111,649.7268779166667,1668.434820833333,57.64746737500005,82.59873627777775,31.0,1340.0,40.05694361111112,0.4007549163888889,1792.0,0.25508025416666663,53.12898920833332,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1847
26,374.1195091666666,331.20091277777766,282.23760638888893,643.4798136111111,1659.2264277777776,57.659796736111176,82.83199591666664,31.0,1340.0,40.03888716666668,0.3994937065277779,1792.0,0.2523785283333334,53.31847073611111,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1846
27,373.1346023611111,333.5531469444445,282.83872569444435,642.3969469444443,1657.5000652777776,57.69436473611117,83.06107630555555,31.0,1340.0,40.06111069444443,0.40072286986111116,1792.0,0.2574873369444444,53.26964591666666,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1845
28,373.4535784722223,334.3305431944444,283.9671441666667,642.0175443055557,1657.3588097222225,57.70255540277781,83.23657045833333,31.0,1340.0,40.07360909722225,0.3994423480555557,1792.0,0.2608677952777778,53.19734125,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1844
29,375.044482361111,336.68248250000016,287.43701708333333,642.6997579166666,1658.8249458333332,57.75053522222223,83.27598126388888,31.0,1340.0,40.04999993055557,0.398216641388889,1792.0,0.26920468902777767,53.12046984722222,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1843
30,372.5398072222222,337.7154404166666,284.01357444444443,640.4704533333334,1654.8381166666668,57.75402994444442,83.04138854166663,31.0,1340.0,40.066665055555575,0.3985975611111112,1792.0,0.27383270333333326,53.12948311111111,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1842
31,373.4601202777777,340.27745194444435,284.0647168055556,641.3855924999999,1656.2459916666671,57.77308733333329,83.22737251388894,30.990994,1340.0,40.05972209722225,0.39912265111111106,1792.0,0.27409603666666665,53.069483625000004,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1841
32,372.9859276388889,342.37005888888893,284.2825891666667,640.4525727777775,1655.3011736111114,57.78056472222218,83.57930752777776,31.0,1340.0,40.0624993888889,0.3993744156944444,1792.0,0.2659335184722222,53.06048787500001,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1840
33,372.9782158333335,345.8816250000001,284.7988643055556,640.0022316666667,1654.1119930555553,57.78163331944441,83.5955356111111,30.99011619444444,1340.0,40.0666649166667,0.40022635930555556,1792.0,0.26718374541666673,52.8960295138889,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1839
34,375.1281940277779,348.9771068055557,288.16628791666665,641.408,1655.8831902777772,57.81215981944441,83.63120688888893,30.974560555555552,1340.0,40.04722113888891,0.4004881248611112,1792.0,0.2592589815277779,52.87427398611111,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1838
35,368.9565427777777,346.3407393055556,279.7918618055555,636.7244344444445,1648.3511930555558,57.82560052777774,83.66787493055551,31.0,1340.0,40.04861004166667,0.4012526275000001,1792.0,0.26233837763888884,52.918178041666664,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1837
36,368.7279137499999,349.0683505555556,279.102075,636.6753726388888,1646.224016666666,57.82629448611109,83.63771601388885,30.98812723611111,1340.0,40.04305522222222,0.39995836291666653,1792.0,0.25960928222222224,52.827524624999995,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1836
37,368.7833523611111,351.8913686111111,281.06912902777776,636.5385990277777,1645.2751000000003,57.82284872222218,83.60179890277779,30.97233326388889,1340.0,40.03888893055558,0.40094848541666656,1792.0,0.249487175,52.78213826388888,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1835
38,370.778447638889,355.5907304166667,282.8894766666667,637.6462737500002,1647.3006597222225,57.83024062499997,83.64703341666663,30.960785236111107,1340.0,40.05555513888891,0.39893902805555553,1792.0,0.2489585590277778,52.80684033333333,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1834
39,370.3960475,355.64888361111105,282.8681491666666,637.1801568055556,1646.6841513888887,57.8750598333333,83.66895540277777,30.980662486111115,1340.0,40.04166665277779,0.3995639140277777,1792.0,0.25446386236111124,52.754275472222226,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1833
40,378.77979944444456,360.89257972222214,293.53381444444443,642.9728416666668,1656.2087527777778,57.87252229166664,83.60635772222219,30.957690125,1339.7222222222222,40.03611070833334,0.3988012144444444,1792.0,0.24962481499999997,52.56900333333333,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1832
41,373.6984652777778,360.2440084722223,285.69667513888885,639.4080870833333,1650.3187777777775,57.87845748611109,83.62036006944447,30.945717486111114,1340.0,40.056943083333344,0.3983946059722222,1792.0,0.25363591250000006,52.64675005555554,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1831
42,376.91003402777767,361.3361761111112,287.04955083333334,641.3249727777779,1653.2587541666662,57.870219166666615,83.56455894444441,30.940547319444445,1339.888888888889,40.07638705555557,0.40011069680555555,1792.0,0.2479519443055555,52.476781708333334,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1830
43,376.45534402777787,362.3963361111111,287.7165554166667,640.2873255555558,1651.6403722222224,57.87083926388888,83.52247305555554,30.885286027777777,1340.0,40.07499879166667,0.39976038930555546,1792.0,0.25113999888888894,52.40900481944442,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1829
44,374.46304680555545,364.33950736111115,285.33472611111114,638.4550754166667,1647.3674250000004,57.87767161111109,83.50366630555556,30.890316263888888,1339.861111111111,40.072220958333354,0.3991145934722223,1792.0,0.2473757400000001,52.32325959722221,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1828
45,377.33439611111123,365.0856393055556,289.8436226388889,640.085581111111,1651.960613888889,57.87509687499997,83.48790020833333,30.748527250000002,1339.5833333333333,40.045832875000016,0.40014835180555564,1792.0,0.2541611059722222,52.296656694444415,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1827
46,368.91801930555556,363.7773116666666,277.76351069444445,634.4569241666668,1640.877713888889,57.86845577777777,83.52728658333334,30.819076083333332,1339.5277777777778,40.06111019444445,0.3984218997222221,1792.0,0.25738832125,52.328093083333314,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1826
47,374.02615194444445,365.3586293055557,286.1233168055556,637.9827768055552,1648.2506347222225,57.87911616666665,83.50174676388892,30.70260504166667,1338.888888888889,40.022221916666666,0.4000953345833334,1792.0,0.25096775277777783,52.18533531944442,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1825
48,370.3252759722222,367.3146320833332,281.9092991666667,635.9644583333334,1643.647479166667,57.8704709722222,83.49431465277775,30.736355638888888,1338.4722222222222,40.02916512500001,0.3998029943055555,1792.0,0.25142115694444445,52.20480877777775,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1824
49,372.9822651388888,369.971442638889,286.0539518055555,637.3166477777779,1646.8892361111114,57.86953790277774,83.46221834722219,30.78769088888889,1338.7777777777778,40.063887152777795,0.39860593611111106,1792.0,0.24961941277777788,52.180079208333304,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1823
50,374.50719097222236,375.03035097222215,288.7496423611113,637.9712691666667,1648.897130555556,57.86988851388887,83.45143468055556,30.67195015277777,1338.5833333333333,40.05277619444445,0.40033960499999993,1792.0,0.25391212249999995,52.10183062499998,471.94444996667903,323074.0846268359,167.28699959250358,639.2314495591847,772.5653505328514,1822
51,371.935900248611,396.9348331944446,285.20395543055565,794.8134122222223,1675.5164412499998,53.451742069444414,74.2782988888889,24.523128208333333,1035.611111111111,30.774998000000007,0.3995813534722223,1916.4444444444443,0.24013963111944447,41.70642866666668,421.00329000000033,648948.9999999999,364.28972599999935,785.2930160000012,1541.434509929838,1821
52,375.6568980555556,298.89449875,293.77704875000006,653.6608768055553,1680.534226388889,58.19750731944441,80.69008852777779,31.35055297222222,1344.138888888889,40.04444315277779,0.39877790249999995,2048.0,0.34516388069444454,54.082672777777795,887.9356410000019,813674.0,48.06690299999994,936.0025440000009,916.3659644111535,1820
53,374.0940029166668,295.7498659722222,291.97089277777786,646.3489763888888,1668.2058347222219,58.442419638888886,80.90671186111109,31.0,1340.361111111111,40.04722170833334,0.3995183705555555,2048.0,0.34353752069444454,53.654191944444456,931.7572670000006,807622.9999999999,12.256050999999987,944.0133179999989,866.7740286054556,1819
54,370.197985,291.0225663888889,287.3412730555555,641.6448198611112,1662.0460736111115,58.55642373611113,81.21703645833335,31.0,1340.0277777777778,40.059721763888895,0.3994084123611111,2048.0,0.4268749981944446,53.55787694444445,956.027789,801573.0000000001,0.0,956.027789,838.4411093723974,1818
55,366.0482643055554,289.49318111111114,285.2405423611111,638.6652043055554,1658.2440972222223,58.641993652777806,81.30328075,31.0,1340.111111111111,40.043054222222246,0.3994741194444444,2048.0,0.37379693500000005,53.610019736111106,970.125465999999,795521.9999999999,0.0,970.125465999999,820.0197066056592,1817
56,357.9897206944444,290.24598375000005,287.30669319444456,631.95911625,1648.1480000000001,58.67840458333337,81.39402404166665,31.112451041666663,1341.361111111111,40.06111059722222,0.3980952201388888,2104.8888888888887,0.35628684611111106,53.814785291666695,984.2231420000012,789471.0000000001,0.0,984.2231420000012,802.1260284489418,1816
57,334.85195652777776,289.26112986111116,284.9629680555556,615.2252808333333,1625.7397111111104,58.700594888888936,81.50987326388886,31.417324902777775,1346.3333333333333,40.04583218055556,0.39992611805555545,2256.0,0.36689165666666657,54.270364291666695,998.3208190000003,783420.0,0.0,998.3208190000003,784.7377166638039,1815
58,327.87325875,292.66698625000004,288.99073861111106,608.6459074999999,1615.2192819444442,58.70090513888894,81.5260168611111,31.46002279166667,1346.9166666666667,40.03888766666668,0.39861112013888883,2385.777777777778,0.35217530416666665,54.3422971666667,1012.4184959999989,777369.0,0.0,1012.4184959999989,767.8336607552466,1814
59,323.26176208333334,290.40075152777774,287.23217263888887,604.5132970833333,1609.5944736111112,58.69655658333339,81.53013225000001,31.53800672222222,1347.361111111111,40.04861006944445,0.3997776388888889,2432.0,0.37678541569444446,54.3643819027778,1040.586475000002,849723.0,0.0,1040.586475000002,816.5808612878611,1813
60,323.4774975,294.94513916666676,291.86549875,605.4749365277778,1609.0855263888889,58.69522436111117,81.49923012500003,31.47657184722223,1346.9722222222222,40.04861016666667,0.39929032180555546,2503.1111111111113,0.3750836041666667,54.3501009166667,1068.7544540000004,922077.0,0.0,1068.7544540000004,862.7585097296828,1812
61,316.00100319444454,294.83923749999985,289.8052929166667,581.6929634722223,1589.8523041666665,58.70443338888889,82.18035416666665,32.283614166666666,1392.3055555555557,41.1652781388889,0.3985822300000001,2688.0,0.3541554056944445,57.783493513888885,1096.9224340000012,994431.0,0.0,1096.9224340000012,906.5645565965319,1811
62,316.57525694444456,292.2038080555556,289.0220768055557,561.648047638889,1560.614963888889,58.66646427777779,82.98161095833333,32.908813763888894,1447.0833333333333,42.71666413888888,0.3974010752777777,2688.0,0.3991362941666667,61.53531945833335,1125.0904129999985,1066785.0,0.0,1125.0904129999985,948.1771310764884,1810
63,314.4789405555554,289.3114154166667,285.03656402777796,558.2237074999999,1548.0997,58.67663459722226,83.02831829166664,32.91740358333334,1458.4166666666667,43.03332943055556,0.39889699236111104,2688.0,0.40604958333333324,61.924716763888895,1125.0904129999985,1066785.0,0.0,1125.0904129999985,948.1771310764884,1809
64,310.6870683333334,285.8574273611111,280.9959038888888,559.8042730555558,1537.991243055555,58.64802775000003,82.9535869861111,32.747454708333336,1456.2777777777778,43.06944031944445,0.3961967302777777,2688.0,0.4400282894444445,61.61881412500001,1125.0904129999985,1066785.0,0.0,1125.0904129999985,948.1771310764884,1808
65,323.4844552777777,300.19337361111116,296.26302319444443,562.1189284722224,1560.411673611111,58.60704616666669,83.09387979166665,32.93771215277778,1458.861111111111,43.05971894444444,0.39897238722222217,2688.0,0.457801733888889,62.08323262500002,1125.0904129999985,1066785.0,0.0,1125.0904129999985,948.1771310764884,1807
66,315.48322972222223,291.8506740277778,288.2097872222222,560.9960741666667,1538.1558055555552,58.610126097222256,82.9283683472222,32.77171847222222,1457.111111111111,43.04999670833334,0.3983957795833332,2688.0,0.4434983587500001,61.4139222638889,1137.3415322028436,1058002.2275662108,0.0,1137.3415322028436,930.2414425304892,1806
67,311.57834638888886,288.0036643055555,283.0555083333332,561.8174341666668,1523.853461111111,58.61579904166668,82.82378751388883,32.44375001388889,1453.138888888889,43.024996861111106,0.3994240581944446,2688.0,0.46636666625,61.00730733333334,1018.3561270971645,936592.0127552075,0.0,1018.3561270971645,919.7097045264236,1805
68,315.059995138889,291.27857638888895,286.8569633333333,563.0401626388889,1524.0721458333335,58.605933000000014,82.84677543055554,32.28297274999999,1453.138888888889,43.029163777777775,0.3986154798611112,2688.0,0.46939471736111116,60.75923168055556,1139.214645,1067923.0,0.0,1139.214645,937.420357688607,1804
69,318.6095072222225,294.63532125000006,291.18142291666663,562.5637177777777,1525.5168236111108,58.618334402777805,82.82093222222218,32.40416656944444,1454.0277777777778,43.030552777777785,0.4003040184722222,2688.0,0.4862586047222223,60.85065477777776,1138.2101319999986,1072025.9999999998,0.0,1138.2101319999986,941.8524487357136,1803
70,312.191758611111,287.705295,282.52088583333324,563.3393244444444,1511.3069944444442,58.620378930555574,82.78638116666663,32.146180902777786,1451.9444444444443,42.999997000000015,0.4011178308333332,2688.0,0.48280555527777796,60.427609847222215,1137.205619999999,1076130.0,0.0,1137.205619999999,946.2932481814498,1802
71,308.7304919444444,283.2407605555556,279.29011430555556,563.5097583333333,1501.7364472222225,58.60587109722225,82.69194225,32.00486152777778,1449.9722222222222,43.04166429166665,0.3996283870833333,2688.0,0.4849580555555556,60.0707978472222,1136.2011070000005,1080234.0,0.0,1136.2011070000005,950.7419006589639,1801
72,314.9039401388889,290.16977555555553,285.64288541666673,563.6219848611112,1513.7345652777774,58.610974875000025,83.00978394444446,32.11980802777778,1451.2777777777778,43.04583019444445,0.39975178041666665,2688.0,0.4837137902777778,60.50063551388889,1135.1965950000008,1084338.0,0.0,1135.1965950000008,955.1984253441135,1800
73,313.4090508333332,288.7822255555555,283.89298680555555,562.1960531944443,1510.4776444444437,58.613865333333365,83.24812769444446,32.05192004166666,1451.0277777777778,43.034719652777774,0.3986867380555556,2688.0,0.47534412527777775,60.383531694444436,1131.0029989999994,1093354.0,0.0,1131.0029989999994,966.7118486570887,1799
74,313.2790701388889,288.55407694444443,284.1970631944444,561.9792469444444,1510.1711333333335,58.60394986111115,83.25308497222221,32.10296566666666,1450.861111111111,43.05555212499999,0.39947601069444433,2688.0,0.48133797180555565,60.378160347222206,1126.8094039999999,1102370.0000000002,0.0,1126.8094039999999,978.3109690838178,1798
75,312.96272694444434,287.9223606944444,282.7687623611111,562.2989050000001,1506.858830555555,58.61338276388892,83.20987058333333,32.15301068055555,1450.5277777777778,43.0569404861111,0.3991616070833333,2688.0,0.5145219059722221,60.337282333333306,1122.6158080000012,1111386.0,0.0,1122.6158080000012,989.9967487363236,1797
76,310.5286456944444,285.0739927777778,280.86755138888884,562.1876765277779,1498.7701347222219,58.60315298611113,83.15634343055552,32.03768095833333,1449.4722222222222,43.01666391666666,0.39946246097222216,2688.0,0.5156495716666664,59.973249777777774,1118.4222120000002,1120401.0,0.0,1118.4222120000002,1001.7692674365452,1796
77,310.8877862500001,285.63958263888884,280.50021305555555,561.7858959722222,1499.4122249999996,58.641233486111105,83.17500590277778,32.04690368055555,1449.861111111111,43.02360829166666,0.4014726918055554,2688.0,0.5434955018055557,60.15741979166666,1114.2286170000004,1129417.0,0.0,1114.2286170000004,1013.6312986116744,1795
78,319.3702143055555,294.7285820833333,289.93411125000006,562.878937222222,1515.794061111111,58.6492584444445,83.29553508333333,32.1883805,1451.4166666666667,43.04721927777777,0.39920621819444435,2688.0,0.5335222263888891,60.47748399999999,1110.035021000002,1138433.0,0.0,1110.035021000002,1025.5829577110267,1794
79,314.63562875,288.6986680555555,284.37655250000006,563.4555983333333,1505.2914652777777,58.66524637500001,83.20402840277774,32.09556447222223,1450.2777777777778,43.02221966666666,0.4002597762499998,2688.0,0.501360000972222,60.08954284722222,1105.8414250000003,1147448.9999999998,0.0,1105.8414250000003,1037.625263495623,1793
80,314.1153126388888,289.3690815277779,284.76749249999995,562.3605938888886,1506.5601041666678,58.66495398611115,83.23943229166665,32.05863170833334,1450.4722222222222,43.03888634722222,0.3993216843055556,2688.0,0.49957578736111125,60.132827152777786,1101.6478300000012,1156465.0000000002,0.0,1101.6478300000012,1049.7592501952297,1792
81,312.2778151388888,287.6049879166666,282.16365638888897,561.5490186111109,1501.9977805555557,58.65832152777781,83.15195213888887,32.02890925,1450.0,43.083329972222224,0.39953114222222225,2688.0,0.5121017388888887,60.12750658333336,1097.4542339999998,1165481.0,0.0,1097.4542339999998,1061.985970706091,1791
82,315.07125111111105,290.74431152777777,284.99410555555556,561.6694245833332,1511.3693958333338,58.661776791666675,83.24292309722225,32.17067375,1451.638888888889,43.04721861111111,0.3990115280555556,2688.0,0.5064447193055555,60.297682347222235,1093.260638000001,1174496.0,0.0,1093.260638000001,1074.3055765262093,1790
83,311.8100473611111,286.9612222222222,282.32617611111095,560.6695830555557,1504.8097597222218,58.656027611111135,83.22130781944446,32.11154434722222,1450.8333333333333,43.05833024999999,0.40080546291666674,2688.0,0.5173998313888889,60.31179583333332,1093.260638000001,1174496.0,0.0,1093.260638000001,1074.3055765262093,1789
84,312.99167763888903,288.6982504166665,282.6198441666667,559.5787618055554,1509.847583333333,58.682479597222255,83.24106959722222,32.069613611111116,1451.2777777777778,43.073607666666675,0.4000885105555556,2688.0,0.5360223816666667,60.27300797222222,1093.260638000001,1174496.0,0.0,1093.260638000001,1074.3055765262093,1788
85,311.38307805555576,286.92608472222236,279.58524138888896,558.7192051388889,1505.898404166666,58.667518180555575,83.20733858333331,32.07528244444445,1451.3055555555557,43.070830041666675,0.40137751222222223,2688.0,0.5061935220833332,60.14918605555556,1093.260638000001,1174496.0,0.0,1093.260638000001,1074.3055765262093,1787
86,307.8286352777778,282.92478166666666,277.5882351388888,557.8201900000001,1498.331716666667,58.65640468055561,83.22433209722224,32.0597884861111,1450.7777777777778,43.04999537500003,0.4002592987499998,2688.0,0.5063394905555556,60.15442577777779,1093.260638000001,1174496.9999999998,0.0,1093.260638000001,1074.3064912211707,1786
87,310.45262374999993,285.4020858333333,281.0263994444444,556.3608251388889,1505.0971666666674,58.648590250000034,83.20595559722221,32.199857055555555,1451.611111111111,43.058329680555545,0.40180708097222206,2688.0,0.5167711093055556,60.33388852777776,1093.260638000001,1174496.0,0.0,1093.260638000001,1074.3055765262093,1785
88,311.15668902777793,287.4385405555555,281.78509597222217,555.104243611111,1511.1779708333333,58.686900861111134,83.31908520833333,32.21997565277778,1452.4166666666667,43.02499658333332,0.3999554783333333,2688.0,0.5060160180555555,60.48911154166665,1093.260638000001,1174496.0,0.0,1093.260638000001,1074.3055765262093,1784
